S.No,Text,x0,y0,x1,y1,Page_No,height,width 
4775,%,404,273,413,287,17,14,9
4776,%,404,260,413,274,17,14,9
4777,%,404,246,413,261,17,14,9
4778,%,404,233,413,247,17,14,9
4779,%,404,220,413,234,17,14,9
4780,%,404,207,413,221,17,14,9
4781,Units of,404,180,446,195,17,14,42
4782,Measure,404,169,449,183,17,14,45
4783,,404,155,409,169,17,13,5
4784,Units of,405,594,447,609,17,14,42
4785,Measure,405,582,451,597,17,14,45
4786,seconds,405,569,447,583,17,14,42
4787,,56,620,484,738,17,117,427
4788,CSF,57,711,81,726,17,14,23
4789,RBC,57,698,82,712,17,14,24
4790,WBC,57,685,85,699,17,14,27
4791,Pleural and Peritoneal,57,672,171,687,17,14,113
4792,Fluids,57,660,91,675,17,14,33
4793,Total nucleated cells,57,647,156,661,17,14,98
4794,Synovial Fluid,57,634,132,649,17,14,74
4795,Total nucleated cells,57,621,156,635,17,14,98
4796,,57,724,179,737,17,13,122
4797,,179,724,296,737,17,13,117
4798,,296,724,403,737,17,13,106
4799,,403,724,483,737,17,13,79
4800,,57,711,179,724,17,13,122
4801,,179,711,296,724,17,13,117
4802,,296,711,403,724,17,13,106
4803,,403,711,483,724,17,13,79
4804,,57,698,179,711,17,13,122
4805,,179,698,296,711,17,13,117
4806,,296,698,403,711,17,13,106
4807,,403,698,483,711,17,13,79
4808,,57,684,179,698,17,13,122
4809,,179,684,296,698,17,13,117
4810,,296,684,403,698,17,13,106
4811,,403,684,483,698,17,13,79
4812,,57,660,179,684,17,24,122
4813,,179,660,296,684,17,24,117
4814,,296,660,403,684,17,24,106
4815,,403,660,483,684,17,24,79
4816,,57,646,179,660,17,13,122
4817,,179,646,296,660,17,13,117
4818,,296,646,403,660,17,13,106
4819,,403,646,483,660,17,13,79
4820,,57,633,179,646,17,13,122
4821,,179,633,296,646,17,13,117
4822,,296,633,403,646,17,13,106
4823,,403,633,483,646,17,13,79
4824,,57,620,179,633,17,13,122
4825,,179,620,296,633,17,13,117
4826,,296,620,403,633,17,13,106
4827,,403,620,483,633,17,13,79
4828,,56,491,485,607,17,116,428
4829,,56,491,485,607,17,116,428
4830,econds,410,544,447,558,17,14,36
4831,mg/dL,405,531,437,545,17,14,31
4832,seconds,405,518,447,532,17,14,42
4833,µg/ml FEU,405,505,458,519,17,14,52
4834,%,405,492,415,506,17,14,9
4835,s,405,544,411,570,17,25,5
4836,220-400,330,492,387,603,17,111,56
4837,Not known,330,588,387,603,17,14,56
4838,,333,569,335,583,17,13,2
4839,,330,550,335,564,17,13,5
4840,220 - 400,330,531,375,545,17,14,44
4841,,333,518,335,532,17,13,2
4842,,330,505,335,519,17,13,5
4843,,333,492,335,506,17,13,2
4844,FEMALE,255,588,301,603,17,14,46
4845,11.8 - 14.2,255,569,305,583,17,14,50
4846,5 - 35,261,544,288,558,17,14,26
4847,200 - 430,255,531,299,545,17,14,44
4848,14.0 - 22.0,255,518,305,532,17,14,50
4849,0 - 0.49,255,505,291,519,17,14,35
4850,77-108,255,492,288,506,17,14,32
4851,2,255,544,261,570,17,25,5
4852,11.8 - 14.2,180,569,233,583,17,14,53
4853,2,180,544,185,570,17,25,5
4854,Coagulation Results MALE,57,588,212,603,17,14,154
4855,Prothrombin Time (PT),57,569,167,583,17,14,109
4856,APTT (Activated Partial,57,556,170,570,17,14,112
4857,Thromboplastin Time),57,544,163,558,17,14,105
4858,Fibrinogen,57,531,110,545,17,14,52
4859,Thrombin Time,57,518,131,532,17,14,73
4860,D-Dimer,57,505,99,519,17,14,41
4861,ATIII,57,492,82,506,17,14,24
4862,5 - 35,185,544,215,558,17,14,29
4863,200 - 375,180,531,227,545,17,14,47
4864,14.0 - 22.0,180,518,233,532,17,14,53
4865,0 - 0.49,180,505,218,519,17,14,38
4866,77-108,180,492,215,506,17,14,35
4867,,57,582,179,607,17,24,122
4868,,179,582,254,607,17,24,75
4869,,254,582,329,607,17,24,75
4870,,329,582,405,607,17,24,75
4871,,405,582,484,607,17,24,79
4872,,57,569,179,582,17,13,122
4873,,179,569,254,582,17,13,75
4874,,254,569,329,582,17,13,75
4875,,329,569,405,582,17,13,75
4876,,405,569,484,582,17,13,79
4877,,57,544,179,569,17,24,122
4878,,179,544,254,569,17,24,75
4879,,254,544,329,569,17,24,75
4880,,329,544,405,569,17,24,75
4881,,405,544,484,569,17,24,79
4882,,57,531,179,544,17,13,122
4883,,179,531,254,544,17,13,75
4884,,254,531,329,544,17,13,75
4885,,329,531,405,544,17,13,75
4886,,405,531,484,544,17,13,79
4887,,57,517,179,531,17,13,122
4888,,179,517,254,531,17,13,75
4889,,254,517,329,531,17,13,75
4890,,329,517,405,531,17,13,75
4891,,405,517,484,531,17,13,79
4892,,57,504,179,517,17,13,122
4893,,179,504,254,517,17,13,75
4894,,254,504,329,517,17,13,75
4895,,329,504,405,517,17,13,75
4896,,405,504,484,517,17,13,79
4897,,57,491,179,504,17,13,122
4898,,179,491,254,504,17,13,75
4899,,254,491,329,504,17,13,75
4900,,329,491,405,504,17,13,75
4901,,405,491,484,504,17,13,79
4902,,56,414,484,478,17,64,427
4903,,56,414,484,478,17,64,427
4904,MALE,180,459,212,474,17,14,32
4905,Unfractionated Heparin 0.3-0.7,57,440,215,454,17,14,157
4906,Low Molecular Weight,57,427,164,441,17,14,106
4907,Heparin,57,415,97,429,17,14,39
4908,FEMALE,297,459,343,474,17,14,46
4909,0.3-0.7,297,440,330,454,17,14,32
4910,0.40 - 1.10,297,421,350,435,17,14,53
4911,,57,453,179,478,17,24,122
4912,,179,453,296,478,17,24,117
4913,,296,453,403,478,17,24,106
4914,,403,453,483,478,17,24,79
4915,,57,440,179,453,17,13,122
4916,,179,440,296,453,17,13,117
4917,,296,440,403,453,17,13,106
4918,,403,440,483,453,17,13,79
4919,,57,415,179,440,17,24,122
4920,,179,415,296,440,17,24,117
4921,,179,415,296,440,17,24,117
4922,0.40 - 1.10,180,421,233,435,17,14,53
4923,,296,415,403,440,17,24,106
4924,,403,415,483,440,17,24,79
4925,,56,349,484,402,17,52,427
4926,,56,349,484,402,17,52,427
4927,MALE,180,383,212,397,17,14,32
4928,<20,180,364,200,378,17,14,20
4929,Negative,180,350,224,365,17,14,44
4930,FEMALE,297,383,343,397,17,14,46
4931,<20,297,364,315,378,17,14,17
4932,Negative,297,351,339,365,17,14,41
4933,,57,376,179,401,17,24,122
4934,,179,376,296,401,17,24,117
4935,,296,376,403,401,17,24,106
4936,,403,376,483,401,17,24,79
4937,,57,363,179,376,17,13,122
4938,,179,363,296,376,17,13,117
4939,,296,363,403,376,17,13,106
4940,,403,363,483,376,17,13,79
4941,,57,350,179,363,17,13,122
4942,,179,350,296,363,17,13,117
4943,,296,350,403,363,17,13,106
4944,,403,350,483,363,17,13,79
4945,,56,206,484,337,17,131,427
4946,,56,206,484,337,17,131,427
4947,Factor 2,57,299,99,313,17,14,41
4948,Factor 5,57,286,99,300,17,14,41
4949,Factor 7,57,273,99,287,17,14,41
4950,Factor 8,57,260,99,274,17,14,41
4951,Factor 9,57,246,99,261,17,14,41
4952,Factor 10,57,233,105,247,17,14,47
4953,Factor 11,57,220,105,234,17,14,47
4954,Factor 12,57,207,105,221,17,14,47
4955,MALE,180,318,212,333,17,14,32
4956,70 - 130,180,299,221,313,17,14,41
4957,60 - 130,180,286,221,300,17,14,41
4958,65 - 140,180,273,221,287,17,14,41
4959,55 - 205,180,260,221,274,17,14,41
4960,65 - 140,180,246,221,261,17,14,41
4961,60 - 130,180,233,221,247,17,14,41
4962,60 - 135,180,220,221,234,17,14,41
4963,60 - 160,180,207,221,221,17,14,41
4964,FEMALE,297,318,343,333,17,14,46
4965,70 - 130,297,299,336,313,17,14,38
4966,60 - 130,297,286,336,300,17,14,38
4967,65 - 140,297,273,336,287,17,14,38
4968,55 - 205,297,260,336,274,17,14,38
4969,65 - 140,297,246,336,261,17,14,38
4970,60 - 130,297,233,336,247,17,14,38
4971,60 - 135,297,220,336,234,17,14,38
4972,60 - 160,297,207,336,221,17,14,38
4973,,57,311,179,336,17,24,122
4974,,179,311,296,336,17,24,117
4975,,296,311,403,336,17,24,106
4976,,403,311,483,336,17,24,79
4977,,57,298,179,311,17,13,122
4978,,179,298,296,311,17,13,117
4979,,296,298,403,311,17,13,106
4980,,403,298,483,311,17,13,79
4981,,57,285,179,298,17,13,122
4982,,179,285,296,298,17,13,117
4983,,296,285,403,298,17,13,106
4984,,403,285,483,298,17,13,79
4985,,57,272,179,285,17,13,122
4986,,179,272,296,285,17,13,117
4987,,296,272,403,285,17,13,106
4988,,403,272,483,285,17,13,79
4989,,57,259,179,272,17,13,122
4990,,179,259,296,272,17,13,117
4991,,296,259,403,272,17,13,106
4992,,403,259,483,272,17,13,79
4993,,57,246,179,259,17,13,122
4994,,179,246,296,259,17,13,117
4995,,296,246,403,259,17,13,106
4996,,403,246,483,259,17,13,79
4997,,57,233,179,246,17,13,122
4998,,179,233,296,246,17,13,117
4999,,296,233,403,246,17,13,106
5000,,403,233,483,246,17,13,79
5001,,57,220,179,233,17,13,122
5002,,179,220,296,233,17,13,117
5003,,296,220,403,233,17,13,106
5004,,403,220,483,233,17,13,79
5005,,57,206,179,220,17,13,122
5006,,179,206,296,220,17,13,117
5007,,296,206,403,220,17,13,106
5008,,403,206,483,220,17,13,79
5009,,56,154,484,193,17,39,427
5010,,56,154,484,193,17,39,427
5011,,57,155,63,169,17,13,5
5012,MALE,180,174,212,189,17,14,32
5013,Neg,180,155,202,170,17,14,22
5014,FEMALE,297,174,343,189,17,14,46
5015,Neg,297,155,316,170,17,14,19
5016,,57,168,179,193,17,24,122
5017,,179,168,296,193,17,24,117
5018,,296,168,403,193,17,24,106
5019,,403,168,483,193,17,24,79
5020,,57,155,179,168,17,13,122
5021,,179,155,296,168,17,13,117
5022,,296,155,403,168,17,13,106
5023,,403,155,483,168,17,13,79
5024,,56,54,484,142,17,88,427
5025,,180,64,215,124,17,59,35
5026,10 - 14,180,91,215,105,17,14,35
5027,3 - 6,180,78,206,92,17,14,26
5028,53 - 67,180,64,215,79,17,14,35
5029,,297,110,302,124,17,13,5
5030,10 - 14,297,91,330,105,17,14,32
5031,3 - 6,297,78,321,92,17,14,24
5032,53 - 67,297,65,330,79,17,14,32
5033,,404,110,409,124,17,13,5
5034,mm,404,91,422,105,17,14,17
5035,mm,404,78,422,92,17,14,17
5036,degrees,404,64,445,79,17,14,40
5037,,57,128,483,141,17,13,426
5038,,57,103,179,128,17,24,122
5039,,179,103,296,128,17,24,117
5040,,296,103,403,128,17,24,106
5041,,403,103,483,128,17,24,79
5042,,57,90,179,103,17,13,122
5043,,179,90,296,103,17,13,117
5044,,296,90,403,103,17,13,106
5045,,403,90,483,103,17,13,79
5046,,57,77,179,90,17,13,122
5047,,179,77,296,90,17,13,117
5048,,296,77,403,90,17,13,106
5049,,403,77,483,90,17,13,79
5050,,57,64,179,77,17,13,122
5051,,179,64,296,77,17,13,117
5052,,296,64,403,77,17,13,106
5053,,403,64,483,77,17,13,79
5054,,57,54,179,64,17,9,122
5055,,179,54,296,64,17,9,117
5056,,296,54,403,64,17,9,106
5057,,403,54,483,64,17,9,79
5058,Policies and Procedures - UCM System,54,778,244,794,18,15,190
5059,Page 3 of 4,503,778,558,794,18,15,54
5060,http://mayocontent.mayo.edu/dlmpaz/print/DOCMAN-0000116216,54,0,379,15,18,15,325
5061,6/13/2014,509,0,558,15,18,15,48
5062,,0,0,612,792,18,791,612
5063,MA,57,724,76,738,18,14,18
5064,LY30,57,711,85,725,18,14,27
5065,Cardiac specimen &,57,698,161,713,18,14,103
5066,Kaolin,57,686,92,701,18,14,34
5067,RTM,57,673,83,687,18,14,25
5068,KTM,57,660,82,674,18,14,24
5069,Ang,57,647,79,661,18,14,21
5070,MA,57,634,76,648,18,14,18
5071,Cl (R+K+MA+Angle),57,621,156,635,18,14,98
5072,4- 8,180,634,215,738,18,104,35
5073,59 - 68,180,724,215,738,18,14,35
5074,0 - 8,180,711,203,725,18,14,23
5075,,180,692,185,706,18,13,5
5076,4 - 8,180,673,203,687,18,14,23
5077,1 - 4,180,660,203,674,18,14,23
5078,47 - 74,180,647,215,661,18,14,35
5079,55 - 73,180,634,215,648,18,14,35
5080,4- 8,297,634,330,738,18,104,32
5081,59 - 68,297,724,330,738,18,14,32
5082,0 - 8,297,711,318,725,18,14,21
5083,,297,692,302,706,18,13,5
5084,4 - 8,297,673,318,687,18,14,21
5085,1 - 4,297,660,318,674,18,14,21
5086,47 - 74,297,647,330,661,18,14,32
5087,55 - 73,297,634,330,648,18,14,32
5088,= Coagulation Index,57,397,154,411,18,14,96
5089,0 - 8,180,384,203,398,18,14,23
5090,LY30,57,384,85,398,18,14,27
5091,Related Documents,56,352,208,374,18,22,151
5092,min,404,634,445,738,18,104,40
5093,mm,404,724,422,738,18,14,17
5094,%,404,711,413,725,18,14,9
5095,,404,692,409,706,18,13,5
5096,min,404,673,421,687,18,14,17
5097,min,404,660,421,674,18,14,17
5098,degrees,404,647,445,661,18,14,40
5099,mm,404,634,422,648,18,14,17
5100,Prothrombin Time (PROTIME) on the STA-Compact,57,327,301,341,18,14,243
5101,Activated Thomboplastin Time (APT) on the STA-Compact,57,314,331,328,18,14,274
5102,Thrombin Time on the STA-Compact,57,301,233,315,18,14,175
5103,Antithrombin III Activity on the Diagnostica Stago STA Compact,57,287,354,302,18,14,296
5104,D-dimer (DIM) on the STA-Compact,57,274,228,288,18,14,171
5105,Fibrinogen (FIB) on the STA-Compact,57,261,238,275,18,14,180
5106,Heparin Anti-Xa Using the STA Compact,57,248,248,262,18,14,190
5107,"Heparin PF4 Antibody, ELISA - Analytical Procedure",57,235,303,249,18,14,245
5108,"Erythrocyte Sedimentation Rate (ESR), Westergren Method",57,222,337,236,18,14,279
5109,Manual Body Fluid Cell Count by Hemacytometer Method,57,209,327,223,18,14,269
5110,Complete Blood Count (CBC) on the Sysmex,57,196,269,210,18,14,211
5111,References,56,164,145,187,18,22,89
5112,None,56,140,87,154,18,14,30
5113,Document History,56,110,197,132,18,22,140
5114,Date Updated,57,85,128,100,18,14,70
5115,1/17/12,57,72,95,86,18,14,37
5116,Synopsis of Change,164,85,265,100,18,14,101
5117,Synopsis of Change,164,72,440,100,18,27,276
5118,Changed coag ranges to match what is in each procedure.,164,72,440,86,18,14,276
5119,,56,382,484,738,18,355,427
5120,= Coagulation Index,57,573,154,587,18,14,96
5121,LY30,57,559,85,574,18,14,27
5122,VAD,57,546,82,561,18,14,24
5123,Citrated specimen &,57,522,162,537,18,14,104
5124,Kaolin,57,510,92,525,18,14,34
5125,RTM,57,497,83,511,18,14,25
5126,KTM,57,484,82,498,18,14,24
5127,Ang,57,471,79,485,18,14,21
5128,MA,57,458,76,472,18,14,18
5129,Cl (R+K+MA+Angle),57,445,156,459,18,14,98
5130,0 - 8,180,559,203,574,18,14,23
5131,3 - 8,180,497,203,511,18,14,23
5132,1 - 3,180,484,203,498,18,14,23
5133,55 - 78,180,471,215,485,18,14,35
5134,51 - 69,180,458,215,472,18,14,35
5135,0 - 8,297,560,318,574,18,14,21
5136,3 - 8,297,497,318,511,18,14,21
5137,1 - 3,297,484,318,498,18,14,21
5138,55 - 78,297,471,330,485,18,14,32
5139,51 - 69,297,458,330,472,18,14,32
5140,0 - 8,297,384,318,398,18,14,21
5141,%,404,560,413,574,18,14,9
5142,min,404,497,421,511,18,14,17
5143,min,404,484,421,498,18,14,17
5144,degrees,404,471,445,485,18,14,40
5145,mm,404,458,422,472,18,14,17
5146,%,404,384,413,398,18,14,9
5147,,57,724,179,737,18,13,122
5148,,179,724,296,737,18,13,117
5149,,296,724,403,737,18,13,106
5150,,403,724,483,737,18,13,79
5151,,57,711,179,724,18,13,122
5152,,179,711,296,724,18,13,117
5153,,296,711,403,724,18,13,106
5154,,403,711,483,724,18,13,79
5155,,57,686,179,711,18,24,122
5156,,179,686,296,711,18,24,117
5157,,296,686,403,711,18,24,106
5158,,403,686,483,711,18,24,79
5159,,57,673,179,686,18,13,122
5160,,179,673,296,686,18,13,117
5161,,296,673,403,686,18,13,106
5162,,403,673,483,686,18,13,79
5163,,57,660,179,673,18,13,122
5164,,179,660,296,673,18,13,117
5165,,296,660,403,673,18,13,106
5166,,403,660,483,673,18,13,79
5167,,57,646,179,660,18,13,122
5168,,179,646,296,660,18,13,117
5169,,296,646,403,660,18,13,106
5170,,403,646,483,660,18,13,79
5171,,57,633,179,646,18,13,122
5172,,179,633,296,646,18,13,117
5173,,296,633,403,646,18,13,106
5174,,403,633,483,646,18,13,79
5175,,57,572,179,633,18,61,122
5176,,57,572,179,633,18,61,122
5177,= Trend,57,597,97,611,18,14,39
5178,,179,572,296,633,18,61,117
5179,,179,572,296,633,18,61,117
5180,-3.0 to +3.0,180,597,236,611,18,14,56
5181,,296,572,403,633,18,61,106
5182,,296,572,403,633,18,61,106
5183,-3.0 to +3.0,297,597,353,611,18,14,56
5184,,403,572,483,633,18,61,79
5185,,57,559,179,572,18,13,122
5186,,179,559,296,572,18,13,117
5187,,296,559,403,572,18,13,106
5188,,403,559,483,572,18,13,79
5189,,57,510,179,559,18,49,122
5190,,179,510,296,559,18,49,117
5191,,179,510,296,559,18,49,117
5192,,180,528,185,542,18,13,5
5193,,296,510,403,559,18,49,106
5194,,296,510,403,559,18,49,106
5195,,297,528,302,542,18,13,5
5196,,403,510,483,559,18,49,79
5197,,403,510,483,559,18,49,79
5198,,404,528,409,542,18,13,5
5199,,57,497,179,510,18,13,122
5200,,179,497,296,510,18,13,117
5201,,296,497,403,510,18,13,106
5202,,403,497,483,510,18,13,79
5203,,57,484,179,497,18,13,122
5204,,179,484,296,497,18,13,117
5205,,296,484,403,497,18,13,106
5206,,403,484,483,497,18,13,79
5207,,57,471,179,484,18,13,122
5208,,179,471,296,484,18,13,117
5209,,296,471,403,484,18,13,106
5210,,403,471,483,484,18,13,79
5211,,57,457,179,471,18,13,122
5212,,179,457,296,471,18,13,117
5213,,296,457,403,471,18,13,106
5214,,403,457,483,471,18,13,79
5215,,57,396,179,457,18,61,122
5216,,57,396,179,457,18,61,122
5217,= Trend,57,421,97,435,18,14,39
5218,,179,396,296,457,18,61,117
5219,,179,396,296,457,18,61,117
5220,-3.0 to +3.0,180,421,236,435,18,14,56
5221,,296,396,403,457,18,61,106
5222,,296,396,403,457,18,61,106
5223,-3.0 to +3.0,297,421,353,435,18,14,56
5224,,403,396,483,457,18,61,79
5225,,403,396,483,457,18,61,79
5226,,404,421,409,435,18,13,5
5227,,179,383,296,396,18,13,117
5228,,296,383,403,396,18,13,106
5229,,403,383,483,396,18,13,79
5230,,56,194,480,340,18,145,423
5231,,56,194,480,340,18,145,423
5232,,57,326,479,339,18,13,422
5233,,57,313,479,326,18,13,422
5234,,57,300,479,313,18,13,422
5235,,57,287,479,300,18,13,422
5236,,57,274,479,287,18,13,422
5237,,57,261,479,274,18,13,422
5238,,57,248,479,261,18,13,422
5239,,57,234,479,248,18,13,422
5240,,57,221,479,234,18,13,422
5241,,57,208,479,221,18,13,422
5242,,57,195,479,208,18,13,422
5243,,56,54,481,98,18,44,425
5244,,163,84,481,97,18,13,317
5245,,57,54,163,84,18,30,106
5246,,163,54,481,84,18,30,317
5247,Policies and Procedures - UCM System,54,778,244,794,19,15,190
5248,Page 4 of 4,503,778,558,794,19,15,54
5249,http://mayocontent.mayo.edu/dlmpaz/print/DOCMAN-0000116216,54,0,379,15,19,15,325
5250,6/13/2014,509,0,558,15,19,15,48
5251,,0,0,612,792,19,791,612
5252,Changed the female normal range for sed rate.,164,724,383,738,19,14,219
5253,Changed title (rv).,164,711,248,725,19,14,83
5254,Included the TEG normal ranges in the procedure per request of,164,698,467,712,19,14,302
5255,Chemistry consultant (ps).,164,686,289,700,19,14,125
5256,Included additional related documents (ps).,164,626,366,640,19,14,201
5257,Changed necessary normal ranges to match Soft (mm),164,613,421,627,19,14,256
5258,Changed the Reticulocyte normal range based on the normal range,164,600,482,614,19,14,318
5259,"study done after Sysmex had done ""Standardization"" on the",164,588,446,602,19,14,282
5260,Sysmex XEs (ps).,164,577,248,591,19,14,83
5261,Changed reference range to match MCR for fibrinogen.,164,563,422,577,19,14,258
5262,Added the reference range for synovial fluid (ps).,164,550,392,564,19,14,228
5263,Minor revision (ps).,164,537,254,551,19,14,89
5264,Content Information,56,510,168,526,19,15,112
5265,"Contact: Ward, Edith (Edie)",56,486,178,500,19,13,121
5266,Content ID: DOCMAN-0000116216,56,475,215,489,19,13,158
